PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
6YYA,1.74591,-100.13981331907114,Optimization terminated successfully.,True,158,24917,346,22,3
6YYB,1.41068,-86.862798943424,Optimization terminated successfully.,True,182,28719,327,22,3
6YYC,7.20639,-76.81474963278174,Optimization terminated successfully.,True,106,17181,316,21,3
6YYD,1.41164,-89.29989308289876,Optimization terminated successfully.,True,162,25799,323,23,3
6Z0Q,2.19954,-60.6288369559835,Optimization terminated successfully.,True,300,47158,220,16,5
6Z1C,4.67716,-43.50364266343307,Optimization terminated successfully.,True,365,57900,324,22,5
6Z2C,6.18936,-41.525763727097186,Optimization terminated successfully.,True,233,37245,284,26,6
6Z4B,7.14799,-55.09848966717283,Optimization terminated successfully.,True,260,41570,540,37,7
6ZAO,7.53481,-55.89686702597126,Maximum number of iterations has been exceeded.,False,500,78594,388,24,8
6ZAQ,7.02763,-46.489121688910984,Maximum number of iterations has been exceeded.,False,500,78414,315,24,8
6ZBN,9.04379,-57.28435094700798,Optimization terminated successfully.,True,217,33824,289,24,5
6ZBQ,3.85349,-34.3951122899503,Optimization terminated successfully.,True,154,23602,332,24,4
6ZBZ,4.99496,-34.87281272787385,Optimization terminated successfully.,True,208,32098,194,22,4
6ZC0,4.87294,-67.5479102146846,Optimization terminated successfully.,True,193,29914,439,28,4
6ZC4,8.08009,-47.837000202001214,Optimization terminated successfully.,True,257,39272,311,24,4
6ZC6,5.49148,-51.60141630415106,Optimization terminated successfully.,True,214,32481,332,24,4
6ZC7,4.20037,-27.744908441753,Optimization terminated successfully.,True,275,43620,297,21,5
6ZCP,2.57422,-57.88621692010885,Optimization terminated successfully.,True,105,16516,459,30,4
6ZCR,3.17604,-66.3455209282234,Optimization terminated successfully.,True,342,53781,384,29,6
6ZCS,6.09064,-68.72801283920434,Optimization terminated successfully.,True,277,42294,391,32,4
6ZCU,3.17604,-66.3455209282234,Optimization terminated successfully.,True,342,53781,384,29,6
6ZEY,3.15283,-48.99097611855367,Maximum number of iterations has been exceeded.,False,500,78884,360,27,6
6ZF0,7.77026,-61.47920323020675,Optimization terminated successfully.,True,360,56823,460,31,6
6ZF1,5.6136,-54.988500123497445,Optimization terminated successfully.,True,381,59608,416,31,8
6ZF2,5.03445,-48.49568207414718,Maximum number of iterations has been exceeded.,False,500,77739,434,30,8
6ZF3,4.95883,-36.91468393068358,Maximum number of iterations has been exceeded.,False,500,78533,400,29,6
6ZF4,2.14642,-80.72936478994227,Maximum number of iterations has been exceeded.,False,500,77964,458,35,8
6ZF5,6.39755,-46.14139338831746,Maximum number of iterations has been exceeded.,False,500,79047,410,35,11
6ZF6,5.11901,-70.17803648053783,Maximum number of iterations has been exceeded.,False,500,76158,394,37,9
6ZF7,6.89789,-69.19287862894828,Maximum number of iterations has been exceeded.,False,500,76110,433,33,9
6ZF8,7.91541,-38.411207412169865,Maximum number of iterations has been exceeded.,False,500,81401,456,39,10
6ZFZ,7.48925,-52.62316004453389,Maximum number of iterations has been exceeded.,False,500,79514,397,24,7
6ZG4,2.72183,-66.2164093582762,Optimization terminated successfully.,True,262,41322,385,26,7
6ZG9,9.35219,-79.6116466041777,Optimization terminated successfully.,True,92,14964,447,24,2
6ZGO,6.07762,-42.35957804908005,Maximum number of iterations has been exceeded.,False,500,78234,330,26,8
6ZGV,8.90047,-47.01968511091709,Optimization terminated successfully.,True,98,15237,364,26,2
6ZGW,5.40756,-37.50995580546342,Optimization terminated successfully.,True,136,21642,383,26,1
6ZGX,6.72067,-40.59031066341069,Optimization terminated successfully.,True,110,17822,388,26,1
6ZGY,8.63438,-33.656952359155106,Optimization terminated successfully.,True,165,26564,340,26,1
6ZGZ,7.57922,-39.10248440306613,Optimization terminated successfully.,True,101,16132,454,26,1
6ZOQ,7.19746,-62.46176156556931,Maximum number of iterations has been exceeded.,False,500,76110,603,36,9
6ZOR,5.32702,-63.83671237708983,Optimization terminated successfully.,True,429,68088,495,33,7
6ZOS,6.61009,-58.090828590605454,Optimization terminated successfully.,True,461,71703,478,34,8
6ZPA,2.10863,-87.23709237465754,Optimization terminated successfully.,True,90,14822,321,18,2
6ZPB,2.26432,-62.080741388545626,Optimization terminated successfully.,True,71,11295,294,18,2
6ZQ2,4.04102,-102.35955043523938,Maximum number of iterations has been exceeded.,False,500,77038,327,29,9
6ZR6,6.45768,-57.8280315727844,Optimization terminated successfully.,True,121,19086,356,24,3
6ZRB,8.46286,-50.793817494654405,Maximum number of iterations has been exceeded.,False,500,78282,288,20,5
6ZW1,7.24187,-75.19876289509907,Optimization terminated successfully.,True,73,12152,410,24,5
6ZYN,2.54324,-68.34166387506068,Optimization terminated successfully.,True,292,46190,255,17,5
6ZYP,5.17396,-65.23209681746609,Optimization terminated successfully.,True,231,35980,264,17,5
6ZYR,5.51046,-35.90327889749689,Optimization terminated successfully.,True,113,17517,238,17,2
7A1J,4.396,-75.23010127371258,Optimization terminated successfully.,True,421,65693,287,19,8
7A1K,2.88583,-89.02168474021227,Optimization terminated successfully.,True,266,43173,356,26,6
7A1W,8.47319,-44.22016831276652,Optimization terminated successfully.,True,99,15510,310,22,3
7A4Q,1.3592,-58.93989103455796,Optimization terminated successfully.,True,178,28247,256,20,4
7A51,5.88508,-58.18469817134475,Optimization terminated successfully.,True,59,10176,247,14,0
7A5D,1.11621,-66.28137074254262,Optimization terminated successfully.,True,62,10158,241,19,1
7A5Z,2.63913,-57.49605304172141,Optimization terminated successfully.,True,133,21646,290,19,7
7A60,3.48605,-49.046354765916064,Optimization terminated successfully.,True,209,34356,263,19,7
7A61,3.18455,-46.40094553760869,Optimization terminated successfully.,True,220,36534,263,18,7
7A6I,5.08788,-49.950582907237546,Optimization terminated successfully.,True,248,39299,429,35,6
7A6J,5.89985,-60.281023787054785,Optimization terminated successfully.,True,271,42726,437,33,7
7A6V,6.83262,-43.59864356835916,Maximum number of iterations has been exceeded.,False,500,76894,375,24,9
7A7G,2.24549,-66.28278239761494,Optimization terminated successfully.,True,390,62917,376,29,10
7A7H,4.71865,-69.95712559651412,Optimization terminated successfully.,True,379,61157,452,29,10
7A9V,6.50862,-73.76698949739043,Optimization terminated successfully.,True,327,52481,438,32,6
7AAD,8.00952,-78.23241991514803,Optimization terminated successfully.,True,364,57655,435,32,6
7ABE,2.32065,-50.677380668300586,Optimization terminated successfully.,True,257,41340,368,29,5
7ABJ,4.05913,-45.20722360675785,Optimization terminated successfully.,True,266,41370,327,25,5
7AEQ,1.57869,-68.9625301668856,Optimization terminated successfully.,True,217,34964,308,19,5
7AES,1.37032,-73.34704236366291,Optimization terminated successfully.,True,170,26970,274,19,5
7AEZ,8.50267,-44.93327773422298,Optimization terminated successfully.,True,249,39316,356,27,5
7AFX,5.46867,-39.249767898441256,Optimization terminated successfully.,True,116,18423,306,20,2
7AFY,8.12014,-88.66416202768858,Optimization terminated successfully.,True,117,19396,416,27,5
7AFZ,2.73296,-66.57918805325605,Optimization terminated successfully.,True,129,20956,410,27,5
7AGN,1.03888,-51.19851326280054,Optimization terminated successfully.,True,140,22818,257,19,5
7AH3,4.6557,-58.27640278297595,Maximum number of iterations has been exceeded.,False,500,76254,494,34,9
7AJA,0.584839,-74.52429207053984,Optimization terminated successfully.,True,90,14822,297,21,2
7AJM,7.2472,-78.46438889954173,Optimization terminated successfully.,True,181,29108,346,22,5
7AJV,7.79495,-59.836005138339054,Optimization terminated successfully.,True,285,45386,315,25,7
7AJY,6.6845,-82.11397583575746,Optimization terminated successfully.,True,324,51346,388,28,5
7AK2,6.63402,-69.02297936505144,Optimization terminated successfully.,True,265,41912,331,27,5
7AKA,5.7089,-76.36257184722882,Optimization terminated successfully.,True,414,64606,378,28,5
7AKL,6.82655,-75.15707576100102,Optimization terminated successfully.,True,72,11410,244,19,1
7AKO,6.58233,-63.186453417935454,Optimization terminated successfully.,True,82,12805,420,35,2
7ALA,7.29198,-64.64679963772838,Optimization terminated successfully.,True,173,27267,292,20,2
7AMA,6.70582,-59.64272979037575,Maximum number of iterations has been exceeded.,False,500,77679,543,35,11
7AOP,2.5144,-50.06917926287896,Optimization terminated successfully.,True,69,10829,321,25,2
7AOT,8.54664,-60.09994099832387,Optimization terminated successfully.,True,470,74178,572,46,6
7AOU,7.09721,-57.787704520691236,Optimization terminated successfully.,True,401,63206,629,48,6
7APQ,5.56934,-57.861338069681636,Optimization terminated successfully.,True,239,39312,505,33,6
7APS,4.4999,-63.39312375990723,Optimization terminated successfully.,True,255,40732,419,29,5
7APT,5.71599,-41.35067580964537,Optimization terminated successfully.,True,218,34686,353,28,5
7APW,5.46079,-61.6725290632828,Optimization terminated successfully.,True,286,45604,394,34,6
7AQF,5.5614,-79.51491286449199,Maximum number of iterations has been exceeded.,False,500,79094,415,27,7
7ARA,6.2968,-57.04344435378121,Maximum number of iterations has been exceeded.,False,500,79615,438,31,16
7AS0,3.14169,-73.78104699899485,Optimization terminated successfully.,True,215,33412,382,29,4
7AS1,6.15731,-55.37386822356483,Optimization terminated successfully.,True,208,31581,445,29,4
7AS2,3.95264,-63.6526533353942,Optimization terminated successfully.,True,167,26421,354,29,4
7ASJ,6.37807,-69.99178948076964,Maximum number of iterations has been exceeded.,False,500,78716,364,23,7
7AT9,3.19477,-77.61904217496537,Optimization terminated successfully.,True,175,27138,276,17,3
7AU4,3.06199,-50.83509065774083,Optimization terminated successfully.,True,138,21470,384,22,2
7AUX,3.32213,-40.62575211551442,Optimization terminated successfully.,True,181,28736,410,29,5
7AUY,5.96653,-38.199034597351165,Optimization terminated successfully.,True,175,27220,322,25,2
7AUZ,0.833627,-105.25818102702439,Optimization terminated successfully.,True,246,38826,438,27,7
7AV0,2.65189,-92.29758630172255,Optimization terminated successfully.,True,176,29138,446,26,7
7AVI,5.36809,-61.469122001532455,Optimization terminated successfully.,True,250,39806,478,27,6
7AVL,3.48547,-58.53114599569007,Optimization terminated successfully.,True,173,27048,388,24,5
7AVU,4.57949,-63.90076811228947,Optimization terminated successfully.,True,154,24453,389,29,6
7AVV,4.62846,-78.76737731131959,Optimization terminated successfully.,True,172,26181,331,25,4
7AVY,6.0569,-56.52965401506761,Optimization terminated successfully.,True,214,33926,559,33,5
7AVZ,2.90658,-57.644442398553025,Optimization terminated successfully.,True,152,24369,527,34,3
7AW0,5.85224,-53.20014393569383,Optimization terminated successfully.,True,156,24231,299,26,3
7AW1,8.69082,-56.9368090946073,Maximum number of iterations has been exceeded.,False,500,82910,658,43,12
7AW2,10.4699,-63.85408759327723,Optimization terminated successfully.,True,322,50189,444,30,3
7AW3,4.63631,-99.34298790602071,Maximum number of iterations has been exceeded.,False,500,78654,417,33,8
7AW4,4.64749,-56.23469979521985,Maximum number of iterations has been exceeded.,False,500,86016,556,43,15
7AW5,8.30436,-68.01547176448368,Optimization terminated successfully.,True,125,19131,373,24,4
7AWF,6.01159,-95.90602089502703,Optimization terminated successfully.,True,219,35282,667,49,6
7AX4,6.38838,-45.71668891956435,Optimization terminated successfully.,True,111,17702,267,19,4
7AX9,7.60417,-46.93803214102462,Optimization terminated successfully.,True,51,8332,355,18,0
7AXA,5.2025,-50.338669984430425,Optimization terminated successfully.,True,179,27891,272,25,4
7AXC,5.39246,-55.36256216322764,Optimization terminated successfully.,True,278,42532,393,26,4
7AXE,3.23517,-44.55717246539727,Optimization terminated successfully.,True,144,22333,348,22,4
7AXI,5.4603,-49.34934931348004,Optimization terminated successfully.,True,62,9674,320,18,0
7AXJ,4.84732,-40.51868280929192,Optimization terminated successfully.,True,306,47634,290,25,4
7AXK,3.56703,-30.565061575815516,Optimization terminated successfully.,True,95,14792,191,19,0
7AXL,2.38199,-33.647816525605265,Optimization terminated successfully.,True,87,13571,206,18,0
7AXR,2.94071,-42.1771610030561,Optimization terminated successfully.,True,245,37236,358,26,9
7AY6,6.85541,-63.46634155891562,Maximum number of iterations has been exceeded.,False,500,77469,417,29,8
7AYA,8.74395,-62.3008073127488,Optimization terminated successfully.,True,409,64130,420,31,8
7AYF,5.1908,-56.400389516313524,Optimization terminated successfully.,True,50,8422,217,13,1
7AYJ,3.06957,-47.39024438179428,Optimization terminated successfully.,True,118,18587,297,19,3
7AZ1,7.44218,-85.7399905493946,Optimization terminated successfully.,True,106,17061,473,22,3
7AZ2,3.64746,-67.9996272228324,Optimization terminated successfully.,True,195,30588,291,22,3
7B0V,1.02845,-75.84941645978472,Optimization terminated successfully.,True,221,33531,340,20,4
7B0Z,8.49073,-56.06453089742468,Optimization terminated successfully.,True,224,34190,302,20,4
7B10,9.23802,-57.298850401209144,Optimization terminated successfully.,True,353,55776,435,27,5
7B1E,7.10146,-28.74330233316777,Optimization terminated successfully.,True,206,32007,392,24,4
7B1P,6.96929,-44.91317975703082,Optimization terminated successfully.,True,254,39918,385,29,5
7B1Q,6.76507,-63.93803695735129,Maximum number of iterations has been exceeded.,False,500,77874,473,32,5
7B1S,5.6021,-25.042008855331666,Maximum number of iterations has been exceeded.,False,500,84012,286,21,12
7B1T,6.25747,-33.66794681839476,Optimization terminated successfully.,True,88,14314,253,20,1
7B2C,2.70039,-21.90447020251532,Maximum number of iterations has been exceeded.,False,500,82169,310,21,12
7B2H,4.6929,-30.692696968897025,Maximum number of iterations has been exceeded.,False,500,81903,319,21,12
7B2J,2.06337,-75.24137938220133,Optimization terminated successfully.,True,179,28440,319,19,3
7B2U,7.73195,-76.02518615873515,Optimization terminated successfully.,True,329,50700,285,21,3
7B2Y,7.33528,-23.153560113690446,Optimization terminated successfully.,True,174,26481,272,15,4
7B2Z,2.14989,-61.7375086242472,Optimization terminated successfully.,True,212,33182,260,15,4
7B39,8.52678,-54.340701912338005,Optimization terminated successfully.,True,142,22994,384,30,5
7B3G,6.53706,-66.98510509634187,Optimization terminated successfully.,True,65,10311,276,18,2
7B3H,2.84908,-47.48805879205691,Optimization terminated successfully.,True,192,29181,320,22,4
7B3I,2.08294,-53.996590710418,Optimization terminated successfully.,True,100,15541,274,18,2
7B3P,7.31021,-47.372185369973636,Optimization terminated successfully.,True,125,19881,261,18,2
7B3X,2.54571,-49.436312962915544,Optimization terminated successfully.,True,116,17973,298,18,2
7B45,3.07174,-59.88318559294286,Optimization terminated successfully.,True,88,14707,298,19,3
7B4R,5.30407,-56.22454626672949,Optimization terminated successfully.,True,476,73773,379,19,8
7B4X,6.97864,-57.64314469637628,Optimization terminated successfully.,True,73,12175,290,18,2
7B50,7.22607,-54.77195630675051,Optimization terminated successfully.,True,83,13236,286,19,2
